1816.HK,1133.HK,0914.HK,2600.HK,0358.HK,0390.HK,1186.HK,1800.HK,0688.HK,3333.HK,0960.HK,1813.HK,3900.HK,2007.HK,3383.HK,0315.HK,0762.HK,0728.HK,3618.HK,1288.HK,0998.HK,3328.HK,1988.HK,3988.HK,0939.HK,1398.HK,3968.HK,2318.HK,1336.HK,1339.HK,2601.HK,2328.HK,0966.HK,2628.HK,1299.HK,0257.HK,0371.HK,
,7.061229697,23.17051365,,9.7245383,7.918278307,6.87411409,5.618295442,7.78497527,5.002263629,7.674258365,3.735577576,3.737301439,6.298244415,3.832089199,13.12543913,19.22091719,13.86687654,4.334484158,5.361910506,4.932409581,4.819430934,4.317926981,5.013976879,5.127340203,5.220561294,5.084644709,14.77414386,18.37342453,10.99547331,24.32456404,9.530117705,18.80893203,28.06447702,20.9102572,32.24023581,43.51760448,
,4.44175751,22.50876889,,9.443578629,7.092900567,6.071871835,5.37773713,7.508428703,4.700942392,7.163069927,3.328708959,3.174072899,5.709997351,3.554030992,10.57854912,19.03092651,14.101822,4.283241094,5.344901631,4.790541773,4.799475795,4.372213343,5.042653996,5.088359534,5.197511779,5.032736084,14.51150091,17.94260807,11.47729431,24.77266514,9.888480538,19.17117813,27.80212804,20.19593646,32.17882584,42.61270155,
,4.451067461,19.69117744,,9.06599909,6.745331602,5.963279833,5.239036481,7.364472956,4.514512445,6.743257537,3.319725733,3.563218115,5.775441853,3.459399618,11.07229704,17.4473703,12.90083803,4.090232026,5.020348768,4.496473461,4.504772879,4.14379968,4.665421141,4.756552954,4.888397812,4.591429739,14.0448323,17.0461787,10.94706883,23.14541185,9.006728997,16.99770154,26.18749053,15.4693606,32.42446573,41.0496874,
,4.441782189,17.22213346,,8.801327107,6.119977042,5.267698855,4.992421346,7.167480881,4.416298751,6.095913517,2.81136782,3.333509343,5.646584308,3.217950222,10.61558022,16.94130159,12.45667865,3.874395063,4.922655162,4.222877606,4.398435127,3.936545411,4.603958836,4.722053418,4.82399801,4.494982339,13.87127889,16.74480116,10.49517587,22.57178227,8.941509576,16.63545544,25.71550611,15.73737011,38.3432438,42.69496545,
,4.979050896,18.72363746,,9.309745636,6.536786802,5.600232398,5.321196344,7.78497527,4.170889201,6.830697404,3.014615876,3.743025869,7.259929945,3.643140855,11.35620209,21.33995225,13.16001384,4.073508827,5.033222189,4.412793739,4.534704624,4.087400682,4.737261728,4.903943997,4.971874711,4.681795695,14.29721737,17.65004167,11.07607812,23.39472299,9.268915782,18.47455102,27.72461141,16.43344255,40.87212084,47.13721619,
,4.817010563,18.39249065,,9.774704437,6.696409586,5.930943814,5.34777385,7.898624544,4.274382316,7.288070608,3.094959966,4.036885727,7.071635539,3.71054786,11.2821399,21.95913243,13.16216862,4.036468391,5.191032525,4.469524883,4.680526546,4.209285667,4.826159548,5.003836973,5.06371645,4.897879728,14.46832719,18.85766992,11.45273427,23.87127177,9.440522476,18.08443983,28.82762991,16.72046259,38.82168,45.73872985,
,4.386426065,19.27526332,,10.09907531,6.85908801,6.175322758,5.519857594,7.955449181,4.380730128,7.364280373,3.273041645,4.595431758,7.363449123,3.824888276,10.6896424,21.31818243,13.59975987,4.115056497,5.242973733,4.518447675,4.69862656,4.283426357,4.772461778,4.944763066,5.055187888,5.036637891,14.62451207,18.81951857,11.69926276,24.25582293,9.646901108,19.67274965,28.7835468,16.44467351,35.81436676,39.98025666,
,4.368823657,19.4868449,,10.27378131,6.92971763,6.177836941,5.673165535,8.182747729,4.439697078,7.402019136,3.298808208,4.522035335,7.803130716,3.969882731,10.33167516,21.98794522,13.85478926,4.20931451,5.393400553,4.34148081,4.744768138,4.271623943,4.782561377,4.999118512,5.153243496,5.108796685,14.53181915,17.83335767,11.55098999,24.33547133,9.572993966,19.7563449,27.09976697,16.13647648,37.18132732,38.58177032,
,4.159725297,19.75530889,,9.990801902,6.589165042,5.880594356,5.52122957,7.709209088,4.027276546,7.017918044,3.101090073,4.258548256,7.413114213,3.822166514,10.19589449,21.92326953,13.68580774,4.032825116,5.169814204,3.945600736,4.591446926,4.062721492,4.704559293,4.873496815,5.0511851,4.833782623,13.76942514,17.587476,11.30285572,23.69147703,9.106026721,18.89252728,25.75573255,15.71094792,34.85749436,36.11385324,
,4.192145023,19.27621917,,10.04678095,6.755110461,5.889574106,5.502897574,7.936507636,3.957373225,7.221747779,3.13505455,4.361533276,7.384220678,3.937530877,10.55386173,21.38684817,13.9732682,4.038812532,5.270584757,3.960571186,4.676899089,4.110113233,4.799336758,4.986157118,5.161343384,4.86168002,14.22280079,17.48436099,11.35260505,24.97848136,9.214689713,18.92039237,26.52895805,15.73797799,34.99419042,36.19611714,
,4.380962299,19.85870435,,10.17662476,7.098293146,6.117541337,5.505439607,8.201689275,3.609099937,7.467052107,3.239470015,4.308931001,7.495781358,4.020523146,10.78839199,21.56798306,14.18636694,4.058071894,5.263719616,4.018698987,4.70780374,4.01354277,4.822222734,4.988901161,5.101038201,4.86242526,14.8930356,18.1419085,11.50603473,24.72557538,9.115042583,19.67274965,28.05657305,16.2976999,34.24236211,36.68970056,
,4.434498959,19.59284365,,9.858928794,7.106253101,6.169767424,5.472730718,8.201689275,3.5495354,7.462004713,3.258619963,4.399881674,7.729485971,4.173902757,10.81307938,21.75955033,14.12508911,4.197634202,5.36288995,4.076003489,4.814937471,4.249027302,4.944310214,5.07773726,5.235500264,5.137134648,15.54275033,18.38928081,12.02415403,24.88567299,9.125264101,20.06286083,28.3382629,17.08372337,37.8648076,37.67686739,
,4.417005501,17.10329082,,9.605619976,7.089816416,6.172500954,5.572405077,8.447929369,3.70384386,7.532444863,3.384256605,4.722961076,8.218384743,4.495690742,11.15870292,23.06696965,14.28578822,4.34684464,5.551883939,4.183452102,4.798543546,4.34764357,5.048640937,5.135505947,5.312952527,5.309542883,15.18775414,18.73812135,12.02948137,24.89669865,9.26975795,19.36623372,27.59980319,16.57886032,36.22445492,37.9236591,
,4.746941011,17.74067393,,9.78995979,7.656408597,6.670548064,5.882546348,8.125923092,3.665000976,7.182056342,3.414690907,4.448025984,8.078225452,4.583125706,10.52917433,23.64881146,14.51484004,4.468833414,5.706372953,4.298886213,4.871776435,4.481190299,5.04773341,5.254852313,5.430041877,5.577916043,15.24155801,19.07538492,12.26314877,25.59838567,9.40851728,21.12173404,28.84630869,16.95452298,37.24967535,40.30931227,
,4.858107096,18.72287909,,10.0620519,7.992570631,7.108352259,6.084687822,8.258513912,3.726560593,7.512300528,3.198779266,4.696387167,8.327397487,4.629455696,11.22042141,24.55616065,15.09846321,4.604771804,5.925451035,4.438326961,5.08080657,4.634143912,5.237777754,5.483317439,5.628570106,5.821365548,15.86356945,20.15491745,12.77133044,26.91112741,10.08683108,22.40352793,30.56060948,16.88685598,35.60932267,40.06252057,
,4.811656875,18.31424089,,9.880227895,7.957141582,7.193744145,6.077874764,8.391104732,3.753899615,7.233076009,3.26261976,4.69080121,8.505358612,4.637228343,10.87479787,24.06407711,14.75717075,4.533089755,5.850312615,4.387484542,4.971747977,4.620211704,5.123209,5.411709196,5.588223116,5.753067636,15.22459345,19.82289106,12.64229538,25.99419683,9.827528538,21.95768658,29.44529309,16.66704575,31.13252683,36.27838105,
,5.046203098,18.82947169,,10.11061644,8.409540834,7.458272558,6.214834746,8.561578643,3.869050562,7.327808231,3.317328582,4.801095668,8.192776923,4.659646889,9.504647402,24.44353568,15.02921526,4.791481523,6.006686801,4.514932997,5.130041209,4.68519081,5.299184637,5.579134365,5.793154455,5.497394512,16.51889588,20.46971089,13.11633525,27.72292738,10.77923622,22.34779776,31.33069557,16.53604712,31.78183309,38.41724251,
,5.347839706,19.53646944,,10.55888132,8.67928554,7.935795604,6.195784203,8.732052554,4.054505662,7.75818109,3.541209468,4.919217662,8.694160247,4.58419726,10.45511214,25.36735726,15.67482917,4.963587062,6.188513125,4.671014972,5.222296308,4.811739227,5.469229974,5.950537553,6.02922529,5.791416892,16.89847376,21.41648586,13.34116874,28.16795718,11.34395284,22.51498827,31.88558012,16.90955567,29.21878204,36.36064495,
,5.005766872,19.51063618,,10.83922805,8.814781972,7.942361714,6.394091857,9.129825013,4.177869919,7.773535339,3.634187927,5.307496921,8.885943388,4.787664598,10.6896424,26.00768772,16.28898934,5.13792537,6.232077812,4.818539789,5.400523706,5.059349181,5.509437819,5.971823561,6.019543595,5.895667668,16.46506581,21.1158343,13.77470649,29.15708685,11.3664037,20.78735303,31.5075789,17.3322363,29.52634817,35.86706153,
,5.065689054,18.61187531,,10.63984105,8.915398329,7.980725887,6.297597904,9.073000376,4.178815327,8.099828437,3.635010306,5.261369293,8.887954184,4.972075937,10.66495501,25.5076364,15.98159803,5.139088029,6.186501976,4.777072734,5.345769148,5.022608008,5.48129423,5.963663497,5.999286704,5.925558706,16.66240818,20.8918695,13.37059725,28.00780705,11.45738152,21.03813879,31.51470874,17.20015102,27.06581915,34.30404738,
,4.828594817,17.57262669,,10.49146213,8.754092809,7.767351091,6.138430675,8.902526465,4.061820253,8.245266407,3.664809428,5.464268686,9.425483649,5.003401658,11.08464074,25.03382129,15.43102403,4.921930583,5.902218325,4.530550456,5.129134969,4.723037696,5.273447073,5.676044349,5.759167407,5.466455814,14.45849282,18.82563154,12.72072057,24.93028695,10.60443365,20.67589269,26.77676351,17.02110451,25.28877042,31.17801909,
,4.83834938,16.73416207,,10.41931979,8.517425736,7.584527583,6.030689367,8.713111008,4.023347262,8.191131797,3.656965294,5.653460986,9.268316117,5.031126153,12.28197944,24.65431844,15.19768472,4.858626781,5.714302364,4.402893147,5.082464718,4.641847713,5.199958018,5.609444985,5.64026396,5.245185402,13.90053127,16.69141473,12.21179143,23.86355457,10.12715095,18.41882085,25.83148907,16.80517542,25.4938145,30.51990786,
,4.815886804,17.40403226,,10.69408864,8.608660868,7.686953078,6.206038398,9.016175739,4.195948265,8.595467773,3.842208948,5.93006812,9.351571532,5.138465938,12.63994668,25.57609642,15.80342458,4.966985403,5.910663073,4.654186081,5.304576381,4.897749086,5.325123044,5.760335215,5.864793349,5.488570236,14.02314252,17.40236934,12.53509832,25.09946437,10.51341015,18.08443983,26.43650928,17.53228007,25.93807669,28.05199079,
,4.724284129,16.3253753,,10.30463692,8.309132058,7.905664355,5.875966626,8.788877191,4.094741129,8.544636682,3.800340836,5.913625016,8.750414699,5.090943676,12.78807105,25.37891485,15.68197076,4.675226338,5.650747207,4.616080042,5.007065252,4.668054786,5.257564493,5.421539061,5.638829104,5.145520394,12.97238953,15.83182461,12.05994915,23.69849175,9.937099938,15.82736799,24.68955063,17.08724869,25.93807669,28.29878249,
,4.871510485,17.36024559,,10.71585578,8.385916135,7.960764772,6.162740322,9.205591195,4.590689014,8.955013711,3.941327268,6.17865551,9.677274442,5.140622564,13.05963241,26.74012104,16.18195465,5.027010566,5.939335714,4.88985812,5.265790842,5.008207441,5.482496167,5.756522838,5.947595897,5.484937721,15.19056268,17.12388706,12.56075016,24.9494333,10.40032626,15.7995029,25.85153991,17.6607261,25.08372633,28.4633103,
,4.713163074,17.23276325,,10.93086922,8.398411336,7.866262878,6.166808523,9.224532741,4.698480313,9.152460484,4.058562188,6.281669853,9.732086855,5.210633915,13.1090072,26.54674952,15.42426382,5.008240932,5.962214195,4.83955745,5.313750595,5.266645099,5.5496061,5.769145553,6.09190281,5.369848074,15.17094352,17.22813347,12.74544947,25.26876146,9.889959942,15.85523307,26.2043024,16.75587944,24.81033422,28.5455742,
,4.702712851,16.77709102,,10.81364131,8.25868595,7.672702023,6.087334736,8.788877191,4.401840124,8.377351568,3.869654516,5.821472776,8.871705598,4.852958193,12.4671349,28.06732033,15.85174198,4.804236772,5.945107405,4.68915275,5.359181026,5.064887469,5.533557179,5.797047518,6.080077272,5.24011924,15.35126197,17.57041467,12.81194336,25.66722874,9.551360228,16.24534426,26.07432589,16.35797484,22.96493746,27.55840737,
,4.780210175,16.48142814,,11.17271746,8.276397415,7.757382581,6.125121943,8.732052554,4.220580231,8.538122489,3.892217562,5.756653645,8.711704813,4.773657103,12.81275845,25.64780511,15.37932734,4.714076985,5.943603954,4.67644857,5.376269212,5.134236322,5.486184194,5.7860336,6.111635187,5.167127943,15.29531066,17.2215405,12.60430916,25.30371882,9.584442732,15.77163782,26.00446079,16.40354719,22.79406739,26.90029615,
,4.900848455,17.267739,,11.91715421,8.637394421,9.153292914,6.315284626,9.110883467,4.428213728,8.773552141,4.216197293,4.824317977,8.856647273,4.915690958,10.73481901,27.18590637,16.16860935,4.983563955,6.447240653,5.014507915,5.517531797,5.702978363,5.596434566,5.932409685,6.367358399,5.449526273,15.86349704,18.14968254,13.1222788,26.47812301,10.06902395,17.23373385,26.84127216,16.35987362,23.03328549,29.09224821,
,4.878749077,17.45347495,,8.456374011,9.847601546,9.019296426,6.361317268,8.959351102,4.334628024,8.986401284,4.190566833,4.935307561,8.641910513,4.807295339,10.44580465,26.70687188,15.61410851,4.82861346,6.2540089,4.861894856,5.367246239,5.435986327,5.409761842,5.767151347,6.216200379,5.453536094,15.47812584,17.83452238,15.34898439,26.2864944,9.833292428,17.14698686,26.8279798,15.49838897,22.72571936,29.55256859,
,4.732077311,16.90610625,,8.204192962,9.781173811,8.761982102,6.387702602,8.769935645,4.296250523,8.83086835,4.057906227,5.009592373,8.766228752,4.674309944,11.82894479,25.78047445,16.04645022,4.638864187,6.030527478,4.620227996,4.975118622,5.108184453,5.288134411,5.850108708,6.012377413,5.409399107,14.94714873,18.46955874,15.43260925,37.60161799,11.08862435,15.84578213,41.44260039,15.45310111,23.81928781,30.01288897,
,3.670153563,16.22442631,,7.896838916,9.05240811,7.962716002,6.089780211,8.750994099,4.308897588,8.578495237,4.112456175,4.829026075,8.502430012,4.516962099,11.5812182,24.88911597,16.70453127,4.435093219,5.753506915,4.273302848,4.639376185,4.896343763,4.996426722,5.584108377,5.795469527,5.055311716,15.91753276,17.75426684,15.1887619,34.77817575,10.50400954,15.35421589,38.39376021,15.01298815,25.01537831,30.56527343,
,3.800523864,17.4065931,,8.087944995,9.576509092,8.427523555,6.5620453,8.769935645,4.309334921,8.698523773,4.144269551,5.249764154,8.433162716,4.435385067,11.18898442,24.93397482,17.38985746,4.588347898,5.805929525,4.389242961,4.739531273,4.820511066,5.257581094,5.692829056,5.852993473,5.153923839,15.58231261,17.50420968,14.8267058,36.05748241,9.328118094,16.45301101,38.8413274,15.21120153,23.64841774,30.47320935,
,3.996213645,17.65699843,,8.155563783,9.659930325,8.539531742,6.833528632,10.66654259,4.423397227,8.929844418,4.015540105,5.212328134,10.4696396,4.699686205,11.51928655,32.20369276,17.03469818,4.742398548,6.043109466,4.501223381,4.935033908,5.274357378,5.332823352,5.845564804,6.041842173,5.31885902,16.06765727,18.66493137,15.09767744,36.63310171,9.340255374,17.43614347,40.26180109,15.98463939,30.73265615,30.56527343,
,3.892916394,16.41835984,,7.518246726,9.441553219,8.526018128,6.255460764,10.23469876,4.140242606,8.157012288,4.23274411,5.137194456,9.564655058,4.523620927,11.53993043,31.43493715,16.70892808,4.260358466,5.392092027,4.112692526,4.586215317,4.421963185,5.03602025,5.546243114,5.660327097,4.691490882,14.51557215,17.21315692,14.10179029,32.97409054,8.541618368,15.67228816,37.35502077,15.73846019,30.08428788,29.82876082,
,3.729136601,16.27273382,,7.27320363,9.657911956,8.719964799,6.334854874,10.10514561,4.14522231,8.286143656,4.256462917,5.176771777,9.534523535,4.633115155,12.17989079,30.35252935,16.942951,4.278647709,5.450486799,4.198603907,4.618955121,4.556631262,5.16932221,5.700597774,5.803967328,4.763394108,14.8556612,17.5701306,14.24011594,34.69469485,8.571372246,15.78795081,37.56150462,16.37706387,31.16490166,30.10495305,
,3.81435594,15.71453632,,7.370395497,9.546495052,8.700608373,6.264607765,9.543748629,4.080897645,7.67827298,4.052606666,4.850723065,9.078885727,4.398765603,12.81985116,30.25368103,16.26260108,4.292925108,5.521129895,4.280677876,4.656459916,4.546050129,5.218391154,5.69222708,5.828282851,4.897184015,14.7714985,18.24739952,14.32473733,34.97270766,8.76844813,16.36626402,37.73283634,15.80214313,30.73265615,28.81605598,
,3.687289257,14.93326461,,6.730162274,8.916141323,8.004896436,5.889642429,8.960759459,4.071287338,7.499005802,3.934847503,4.567313485,8.586447798,4.336726321,13.15015328,28.83760455,15.76247782,4.243867743,5.335292765,4.191694781,4.487822896,4.614674216,4.999915803,5.411242295,5.616361844,4.812915275,14.60792136,18.26296296,14.05345597,34.19478549,8.512649044,16.59758931,37.11808092,17.7137149,29.3494705,28.17160744,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
